"","School","G","W","L","W-L%","SRS","SOS","Tm.","Opp.","Pace","ORtg","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%","eFG%","TOV%","ORB%","FT/FGA","year","NCAABirth","END"
"5266","Michigan ","37","28","9",".757","18.52","9.65","2736","2408","62.5","117.5",".349",".401",".592","50.1","55.6","8.2","6.3",".557","12.7","28.6",".266",2014,"NCAA","Michigan "
"5268","Milwaukee ","35","21","14",".600","-1.53","-0.44","2465","2469","67.9","102.6",".436",".399",".541","48.8","58.9","8.3","6.4",".493","17.1","28.3",".320",2014,"NCAA","Milwaukee "
"5283","Mount St. Mary's ","33","16","17",".485","-6.32","-4.44","2504","2566","70.0","107.5",".367",".434",".554","46.6","46.1","10.0","6.7",".515","14.7","27.8",".271",2014,"NCAA","Mount St. Mary's "
"5287","Nebraska ","32","19","13",".594","10.13","8.50","2137","2085","65.4","102.2",".423",".335",".528","48.6","42.3","10.6","9.3",".483","14.7","25.7",".303",2014,"NCAA","Nebraska "
"5293","New Mexico State ","36","26","10",".722","6.16","-2.58","2771","2415","66.9","113.8",".535",".273",".576","53.5","50.6","6.9","13.5",".539","16.0","37.5",".368",2014,"NCAA","New Mexico State "
"5294","New Mexico ","34","27","7",".794","12.72","4.84","2516","2248","65.6","111.2",".466",".320",".556","53.8","61.6","7.2","13.3",".511","13.8","32.5",".338",2014,"NCAA","New Mexico "
"5302","North Carolina Central ","34","28","6",".824","3.97","-8.03","2513","2023","64.7","112.5",".476",".297",".559","52.6","59.0","11.7","12.4",".513","14.8","36.6",".347",2014,"NCAA","North Carolina Central "
"5304","North Carolina State ","36","22","14",".611","9.02","7.44","2561","2504","64.9","108.1",".370",".255",".529","49.5","49.1","7.3","10.8",".500","13.4","34.2",".243",2014,"NCAA","North Carolina State "
"5306","North Carolina ","34","24","10",".706","15.24","8.42","2604","2372","70.0","108.5",".429",".211",".526","53.4","54.9","10.4","12.5",".499","14.1","38.1",".268",2014,"NCAA","North Carolina "
"5307","North Dakota State ","33","26","7",".788","6.31","-0.02","2492","2164","63.9","117.7",".409",".275",".593","53.2","43.0","9.7","13.1",".555","13.4","31.7",".307",2014,"NCAA","North Dakota State "
"5323","Ohio State ","35","25","10",".714","17.84","8.12","2432","2092","65.1","106.1",".423",".329",".540","50.2","49.9","11.8","12.2",".503","14.9","29.6",".291",2014,"NCAA","Ohio State "
"5325","Oklahoma State ","34","21","13",".618","19.02","8.34","2728","2365","69.5","112.8",".497",".338",".569","48.8","51.6","10.8","12.2",".524","12.9","28.0",".357",2014,"NCAA","Oklahoma State "
"5326","Oklahoma ","33","23","10",".697","14.91","8.97","2704","2508","71.7","112.9",".394",".370",".560","50.9","53.1","9.4","8.4",".517","13.5","32.4",".295",2014,"NCAA","Oklahoma "
"5330","Oregon ","34","24","10",".706","15.75","8.05","2783","2521","69.9","115.0",".438",".337",".583","50.7","53.0","10.9","8.7",".535","14.0","32.2",".338",2014,"NCAA","Oregon "
"5337","Pittsburgh ","36","26","10",".722","17.46","7.54","2586","2229","62.4","113.0",".443",".269",".550","54.5","62.9","11.1","8.6",".507","13.7","37.3",".315",2014,"NCAA","Pittsburgh "
"5343","Providence ","35","23","12",".657","11.37","7.85","2566","2443","64.9","109.1",".419",".317",".539","52.4","56.1","8.3","12.0",".483","14.6","35.4",".328",2014,"NCAA","Providence "
"5356","Saint Joseph's ","34","24","10",".706","9.05","5.08","2433","2298","66.0","108.1",".436",".369",".563","52.0","56.7","6.7","11.9",".539","15.9","29.0",".281",2014,"NCAA","Saint Joseph's "
"5359","Saint Louis ","34","27","7",".794","11.63","4.24","2374","2105","67.4","102.4",".404",".322",".533","51.0","58.1","10.9","9.9",".494","16.2","29.4",".281",2014,"NCAA","Saint Louis "
"5364","San Diego State ","36","31","5",".861","14.95","4.86","2530","2052","63.9","109.2",".449",".258",".519","53.6","40.8","11.8","14.1",".481","12.7","36.7",".298",2014,"NCAA","San Diego State "
"5394","Stanford ","36","23","13",".639","13.42","9.00","2616","2457","67.1","108.0",".450",".293",".553","51.3","46.3","7.9","11.6",".513","14.7","29.3",".316",2014,"NCAA","Stanford "
"5395","Stephen F. Austin ","35","32","3",".914","4.82","-6.76","2661","2219","65.5","115.2",".402",".360",".561","53.8","62.3","11.1","8.6",".525","14.2","38.4",".286",2014,"NCAA","Stephen F. Austin "
"5398","Syracuse ","34","28","6",".824","16.05","7.25","2311","2012","60.5","111.6",".382",".270",".522","52.8","49.1","13.1","17.2",".482","12.1","38.1",".270",2014,"NCAA","Syracuse "
"5405","Tennessee ","37","24","13",".649","17.34","7.84","2672","2283","62.8","114.2",".416",".308",".545","56.2","50.9","8.2","12.0",".503","13.7","39.8",".299",2014,"NCAA","Tennessee "
"5413","Texas Southern ","34","19","15",".559","-8.41","-10.07","2584","2512","68.2","109.8",".491",".325",".565","52.2","55.5","6.6","8.5",".521","16.6","33.8",".352",2014,"NCAA","Texas Southern "
"5416","Texas ","35","24","11",".686","12.67","9.15","2598","2475","69.1","107.0",".434",".260",".514","54.6","49.9","8.2","15.8",".474","14.4","39.6",".291",2014,"NCAA","Texas "
"5421","Tulsa ","34","21","13",".618","6.23","1.17","2471","2299","68.7","105.0",".471",".318",".532","50.3","51.1","9.9","10.5",".492","14.5","30.2",".318",2014,"NCAA","Tulsa "
"5422","UCLA ","37","28","9",".757","18.40","7.62","3003","2604","70.0","115.1",".382",".275",".579","51.2","59.3","13.1","9.0",".541","12.7","29.8",".286",2014,"NCAA","UCLA "
"5431","Villanova ","34","29","5",".853","18.97","7.50","2651","2261","67.6","113.2",".445",".448",".574","52.6","60.1","10.1","11.2",".536","14.9","32.6",".318",2014,"NCAA","Villanova "
"5432","Virginia Commonwealth ","35","26","9",".743","14.55","4.78","2624","2282","70.4","105.0",".352",".339",".512","50.6","49.8","15.6","11.5",".479","14.2","34.3",".237",2014,"NCAA","Virginia Commonwealth "
"5435","Virginia ","37","30","7",".811","18.38","7.86","2449","2060","60.6","108.8",".420",".297",".542","54.7","56.6","8.6","12.0",".508","13.8","33.2",".283",2014,"NCAA","Virginia "
"5440","Weber State ","31","19","12",".613","-0.92","-4.23","2254","2061","64.3","111.3",".498",".367",".592","52.5","55.6","6.5","9.0",".547","16.7","28.9",".369",2014,"NCAA","Weber State "
"5447","Western Michigan ","33","23","10",".697","1.73","-1.45","2373","2235","66.5","106.5",".508",".352",".568","51.3","48.3","8.7","9.6",".520","18.2","31.6",".368",2014,"NCAA","Western Michigan "
"5448","Wichita State ","36","35","1",".972","16.65","1.74","2706","2141","64.5","116.1",".472",".367",".569","55.3","54.8","10.6","15.0",".526","13.6","35.1",".342",2014,"NCAA","Wichita State "
"5451","Wisconsin ","38","30","8",".789","19.69","10.19","2793","2432","63.3","115.7",".426",".391",".575","51.1","50.5","7.6","8.0",".533","11.2","28.1",".318",2014,"NCAA","Wisconsin "
"5452","Wofford ","33","20","13",".606","-4.32","-5.95","2205","2054","63.0","105.6",".328",".302",".529","51.0","52.4","9.8","4.6",".502","14.4","31.7",".218",2014,"NCAA","Wofford "
"5455","Xavier ","34","21","13",".618","11.84","8.14","2442","2316","65.7","108.5",".416",".270",".551","53.2","57.2","8.7","8.2",".517","16.0","34.1",".286",2014,"NCAA","Xavier "
"5462","Alabama-Birmingham ","36","20","16",".556","1.94","1.62","2476","2452","65.9","101.5",".350",".297",".520","51.0","59.1","9.7","13.0",".477","16.8","34.2",".259",2015,"NCAA","Alabama-Birmingham "
"5465","Albany (NY) ","33","24","9",".727","-0.34","-5.18","2156","1996","61.2","106.4",".390",".343",".546","53.5","47.9","9.2","5.5",".499","16.2","32.6",".296",2015,"NCAA","Albany (NY) "
"5470","Arizona ","38","34","4",".895","24.33","7.41","2911","2268","66.5","114.7",".471",".259",".575","56.8","52.3","10.8","9.8",".535","14.2","34.5",".338",2015,"NCAA","Arizona "
"5474","Arkansas ","36","27","9",".750","14.07","6.79","2787","2525","70.1","109.6",".373",".310",".539","50.2","59.2","10.9","12.0",".500","14.3","35.7",".270",2015,"NCAA","Arkansas "
"5481","Baylor ","34","24","10",".706","17.85","9.33","2349","2048","62.8","109.2",".386",".334",".530","55.9","61.1","12.2","11.2",".497","16.4","42.4",".260",2015,"NCAA","Baylor "
"5482","Belmont ","33","22","11",".667","0.35","-2.77","2450","2330","67.5","109.9",".324",".480",".589","50.3","58.7","9.4","5.5",".567","17.8","29.0",".225",2015,"NCAA","Belmont "
"5485","Boise State ","34","25","9",".735","10.01","1.38","2390","2045","62.4","110.5",".324",".416",".568","52.1","49.2","9.5","7.0",".537","14.2","28.4",".236",2015,"NCAA","Boise State "
"5490","Brigham Young ","35","25","10",".714","13.53","5.02","2931","2561","70.7","116.7",".424",".365",".584","53.2","60.9","10.2","7.4",".539","14.2","34.1",".325",2015,"NCAA","Brigham Young "
"5494","Buffalo ","33","23","10",".697","7.93","1.60","2462","2253","68.7","108.5",".426",".303",".533","52.0","51.7","10.9","11.3",".487","14.1","34.5",".306",2015,"NCAA","Buffalo "
"5495","Butler ","34","23","11",".676","16.64","8.62","2346","2073","64.2","105.9",".408",".287",".522","54.2","47.5","9.8","8.8",".484","14.3","34.7",".279",2015,"NCAA","Butler "
"5503","UC-Irvine ","34","21","13",".618","3.63","0.45","2295","2113","63.7","105.2",".292",".301",".544","51.2","56.2","8.9","12.6",".520","15.8","30.2",".200",2015,"NCAA","UC-Irvine "
"5517","Cincinnati ","34","23","11",".676","10.72","4.40","2113","1898","59.6","102.8",".371",".297",".527","53.5","51.8","10.8","15.4",".495","17.7","37.3",".249",2015,"NCAA","Cincinnati "
"5521","Coastal Carolina ","34","24","10",".706","-1.02","-6.18","2438","2121","65.2","110.0",".411",".333",".537","55.7","46.1","10.8","10.2",".500","15.0","37.5",".283",2015,"NCAA","Coastal Carolina "
"5534","Davidson ","32","24","8",".750","11.97","3.19","2529","2221","67.2","117.1",".287",".456",".578","50.3","60.9","7.9","7.5",".556","12.2","30.0",".203",2015,"NCAA","Davidson "
"5535","Dayton ","36","27","9",".750","10.98","4.06","2439","2190","64.2","105.1",".482",".382",".565","48.6","60.5","10.8","7.2",".530","16.1","23.3",".330",2015,"NCAA","Dayton "
"5543","Duke ","39","35","4",".897","24.97","9.87","3091","2502","65.9","119.4",".398",".334",".593","53.9","53.5","10.7","9.0",".566","13.9","35.8",".278",2015,"NCAA","Duke "
"5552","Eastern Washington ","35","26","9",".743","0.79","-3.84","2820","2588","68.3","117.1",".352",".421",".591","50.0","46.5","9.1","13.0",".562","13.6","29.9",".255",2015,"NCAA","Eastern Washington "
"5571","Georgetown ","33","22","11",".667","15.48","9.81","2340","2153","64.6","108.1",".439",".325",".552","52.2","53.4","11.6","14.1",".513","16.4","34.3",".309",2015,"NCAA","Georgetown "
"5573","Georgia State ","35","25","10",".714","5.47","-2.03","2499","2184","64.3","109.8",".383",".278",".563","48.9","53.1","14.1","13.5",".527","14.2","30.0",".277",2015,"NCAA","Georgia State "
"5575","Georgia ","33","21","12",".636","12.42","8.60","2250","2124","64.8","102.8",".477",".311",".530","53.0","55.0","8.4","12.4",".485","16.5","32.2",".331",2015,"NCAA","Georgia "
"5576","Gonzaga ","38","35","3",".921","21.12","5.12","2989","2343","65.2","120.3",".387",".317",".606","55.5","57.2","9.1","8.4",".584","13.9","34.1",".267",2015,"NCAA","Gonzaga "
"5580","Hampton ","35","17","18",".486","-8.25","-7.08","2346","2387","69.5","96.1",".438",".326",".496","50.1","46.7","9.6","10.5",".456","17.3","31.8",".286",2015,"NCAA","Hampton "
"5582","Harvard ","30","22","8",".733","4.47","-0.25","1926","1727","61.2","103.2",".393",".266",".524","52.5","57.2","11.4","13.1",".481","16.0","32.7",".283",2015,"NCAA","Harvard "
"5599","Indiana ","34","20","14",".588","12.94","7.20","2633","2438","66.9","115.3",".327",".395",".573","52.2","51.2","7.4","7.8",".544","14.6","35.2",".235",2015,"NCAA","Indiana "
"5601","Iowa State ","34","25","9",".735","17.94","9.15","2645","2346","69.8","111.4",".365",".368",".571","50.5","58.1","9.2","9.7",".543","13.9","28.3",".254",2015,"NCAA","Iowa State "
"5602","Iowa ","34","22","12",".647","15.83","8.39","2372","2119","64.5","107.4",".380",".302",".527","52.9","58.7","9.9","13.1",".481","14.4","35.6",".282",2015,"NCAA","Iowa "
"5612","Kansas ","36","27","9",".750","18.47","12.13","2561","2333","66.7","106.3",".426",".284",".539","52.6","54.7","9.8","12.3",".494","16.3","34.9",".309",2015,"NCAA","Kansas "
"5615","Kentucky ","39","38","1",".974","28.72","8.67","2900","2118","63.8","115.5",".439",".271",".558","54.9","55.0","10.1","18.2",".515","13.6","39.5",".319",2015,"NCAA","Kentucky "
"5617","Lafayette ","33","20","13",".606","-3.37","-3.12","2426","2409","64.8","112.9",".305",".356",".589","48.3","58.9","8.4","6.9",".557","15.1","28.4",".234",2015,"NCAA","Lafayette "
"5627","Louisiana State ","33","22","11",".667","11.39","5.63","2423","2233","69.6","103.1",".335",".284",".533","51.5","57.8","10.2","14.0",".503","17.3","33.9",".229",2015,"NCAA","Louisiana State "
"5629","Louisville ","36","27","9",".750","18.12","8.98","2483","2154","65.6","104.5",".387",".314",".512","51.8","47.7","11.9","14.4",".477","14.4","34.7",".258",2015,"NCAA","Louisville "
"5636","Manhattan ","33","19","14",".576","-1.34","-3.34","2300","2234","68.2","100.7",".474",".366",".537","48.6","60.8","11.6","7.5",".494","18.3","30.9",".328",2015,"NCAA","Manhattan "
"5642","Maryland ","35","28","7",".800","13.32","7.63","2417","2218","64.7","106.1",".445",".387",".562","51.1","48.1","7.4","11.9",".512","16.7","28.9",".336",2015,"NCAA","Maryland "
"5650","Michigan State ","39","27","12",".692","17.46","10.00","2773","2482","63.0","109.7",".327",".350",".550","53.9","63.7","8.0","12.6",".532","14.9","33.4",".207",2015,"NCAA","Michigan State "
"5659","Mississippi ","34","21","13",".618","11.39","7.01","2475","2326","67.0","107.9",".361",".331",".527","51.8","53.1","9.8","11.3",".478","13.9","34.8",".279",2015,"NCAA","Mississippi "
"5678","New Mexico State ","34","23","11",".676","3.71","-3.67","2316","2033","62.9","107.5",".441",".257",".548","54.9","50.2","10.2","9.2",".509","18.2","39.9",".306",2015,"NCAA","New Mexico State "
"5689","North Carolina State ","36","22","14",".611","14.11","9.72","2525","2367","64.5","108.0",".354",".322",".526","52.3","46.4","5.9","13.1",".493","13.5","34.0",".243",2015,"NCAA","North Carolina State "
"5691","North Carolina ","38","26","12",".684","20.63","11.76","2953","2616","69.2","111.6",".353",".223",".548","55.2","60.1","9.5","11.3",".516","15.1","40.0",".247",2015,"NCAA","North Carolina "
"5692","North Dakota State ","33","23","10",".697","-1.72","-3.63","2141","2057","61.9","103.7",".358",".350",".534","51.3","42.4","7.6","10.7",".501","14.0","25.6",".248",2015,"NCAA","North Dakota State "
"5694","North Florida ","35","23","12",".657","-0.82","-5.94","2651","2385","67.7","112.0",".391",".424",".585","50.7","56.4","9.0","9.9",".553","16.1","30.1",".283",2015,"NCAA","North Florida "
"5696","Northeastern ","35","23","12",".657","2.03","-1.34","2397","2279","63.5","106.7",".413",".305",".581","54.2","59.7","8.1","9.3",".545","19.0","30.1",".300",2015,"NCAA","Northeastern "
"5702","Northern Iowa ","35","31","4",".886","12.54","2.00","2281","1912","57.4","111.9",".398",".399",".593","51.9","53.2","10.2","7.8",".559","15.9","27.0",".292",2015,"NCAA","Northern Iowa "
"5706","Notre Dame ","38","32","6",".842","19.23","7.02","2963","2499","63.7","120.4",".367",".376",".612","49.8","54.9","10.4","9.1",".583","12.9","27.9",".272",2015,"NCAA","Notre Dame "
"5708","Ohio State ","35","24","11",".686","19.68","7.37","2635","2204","66.0","113.2",".347",".319",".567","51.5","55.4","11.4","14.6",".542","14.6","33.5",".236",2015,"NCAA","Ohio State "
"5710","Oklahoma State ","32","18","14",".563","12.95","9.63","2160","2011","64.6","103.6",".387",".388",".547","48.6","49.9","12.1","13.7",".507","16.6","27.8",".281",2015,"NCAA","Oklahoma State "
"5711","Oklahoma ","35","24","11",".686","18.65","9.94","2501","2196","67.4","105.2",".328",".338",".532","51.1","48.6","10.0","12.9",".493","15.1","31.5",".243",2015,"NCAA","Oklahoma "
"5715","Oregon ","36","26","10",".722","11.43","7.65","2713","2550","68.0","109.3",".286",".339",".557","50.9","51.2","8.3","11.0",".524","14.7","30.8",".217",2015,"NCAA","Oregon "
"5728","Providence ","34","22","12",".647","13.71","9.50","2370","2227","65.7","105.4",".407",".289",".526","52.9","57.2","10.8","13.5",".484","15.3","35.1",".287",2015,"NCAA","Providence "
"5729","Purdue ","34","21","13",".618","12.93","7.64","2375","2195","64.9","106.4",".417",".324",".539","53.5","61.1","8.3","13.6",".502","16.8","36.5",".285",2015,"NCAA","Purdue "
"5736","Robert Morris ","35","20","15",".571","-3.02","-3.50","2414","2397","66.7","102.6",".355",".306",".536","47.9","50.1","12.8","8.1",".501","17.2","31.0",".252",2015,"NCAA","Robert Morris "
"5749","San Diego State ","36","27","9",".750","11.81","4.24","2226","1939","60.8","100.7",".362",".308",".496","52.4","47.1","11.2","14.1",".467","15.4","35.4",".228",2015,"NCAA","San Diego State "
"5772","Southern Methodist ","34","27","7",".794","12.94","3.57","2350","2032","63.3","108.8",".440",".229",".555","55.0","63.0","11.0","14.7",".517","16.8","37.1",".309",2015,"NCAA","Southern Methodist "
"5778","St. John's (NY) ","33","21","12",".636","11.85","9.04","2343","2240","67.6","104.6",".363",".301",".529","47.4","48.9","11.0","16.8",".494","13.7","28.4",".251",2015,"NCAA","St. John's (NY) "
"5780","Stephen F. Austin ","34","29","5",".853","8.61","-4.20","2672","2188","68.0","115.2",".427",".370",".594","54.2","65.4","11.2","10.0",".557","17.5","37.9",".314",2015,"NCAA","Stephen F. Austin "
"5798","Texas Southern ","35","22","13",".629","-5.98","-6.09","2390","2386","64.5","103.6",".468",".312",".531","50.0","45.8","9.3","7.7",".495","16.8","33.8",".309",2015,"NCAA","Texas Southern "
"5801","Texas ","34","20","14",".588","16.16","9.07","2290","2049","62.9","105.9",".365",".341",".531","56.0","55.5","5.9","20.0",".491","16.8","37.9",".265",2015,"NCAA","Texas "
"5807","UCLA ","36","22","14",".611","12.07","8.27","2590","2453","67.3","106.1",".357",".289",".527","52.6","53.5","9.8","11.0",".496","14.9","33.8",".242",2015,"NCAA","UCLA "
"5812","Utah ","35","26","9",".743","20.98","7.42","2496","1999","62.6","113.5",".432",".372",".588","53.7","57.6","9.5","13.5",".557","16.1","31.6",".303",2015,"NCAA","Utah "
"5813","Valparaiso ","34","28","6",".824","6.29","-2.00","2366","2021","63.8","108.6",".368",".338",".548","55.1","52.9","9.3","14.1",".520","16.4","35.6",".248",2015,"NCAA","Valparaiso "
"5816","Villanova ","36","33","3",".917","23.13","7.55","2754","2193","65.0","116.9",".418",".429",".589","51.5","62.2","11.8","11.0",".553","14.0","32.5",".305",2015,"NCAA","Villanova "
"5817","Virginia Commonwealth ","36","26","10",".722","12.79","6.10","2609","2368","66.4","106.5",".373",".399",".518","49.2","50.9","14.0","12.5",".487","13.2","31.8",".245",2015,"NCAA","Virginia Commonwealth "
"5820","Virginia ","34","30","4",".882","21.73","7.81","2224","1751","58.6","110.8",".349",".275",".543","56.0","53.5","9.3","13.3",".506","13.4","34.2",".254",2015,"NCAA","Virginia "
"5826","West Virginia ","35","25","10",".714","15.12","9.29","2542","2338","68.7","104.9",".404",".336",".499","52.1","56.7","15.5","8.7",".461","15.1","40.2",".267",2015,"NCAA","West Virginia "
"5833","Wichita State ","35","30","5",".857","15.56","3.68","2460","2008","61.9","112.7",".370",".347",".541","53.6","55.3","11.5","11.3",".507","12.6","34.9",".259",2015,"NCAA","Wichita State "
"5836","Wisconsin ","40","36","4",".900","24.61","10.29","2900","2327","59.5","121.1",".362",".374",".585","54.7","49.7","7.3","8.2",".548","10.7","32.1",".276",2015,"NCAA","Wisconsin "
"5837","Wofford ","35","28","7",".800","2.56","-2.98","2331","2089","62.7","106.2",".382",".331",".547","51.1","56.4","10.4","7.2",".516","15.1","29.1",".262",2015,"NCAA","Wofford "
"5839","Wyoming ","35","25","10",".714","3.81","-0.04","2151","1974","58.3","103.1",".394",".397",".560","49.9","67.1","9.2","8.9",".526","16.9","22.3",".277",2015,"NCAA","Wyoming "
"5840","Xavier ","37","23","14",".622","15.42","9.48","2712","2492","65.6","109.8",".385",".331",".570","52.8","62.3","9.0","8.3",".534","15.8","31.3",".281",2015,"NCAA","Xavier "
"5855","Arizona ","34","25","9",".735","18.79","7.23","2735","2342","69.8","112.8",".438",".294",".575","56.5","51.3","6.8","11.3",".536","15.7","34.9",".316",2016,"NCAA","Arizona "
"5856","Little Rock ","35","30","5",".857","7.12","-1.76","2487","2129","64.6","108.8",".315",".354",".553","50.1","50.9","10.1","9.6",".520","13.6","27.3",".229",2016,"NCAA","Little Rock "
"5862","Austin Peay ","36","18","18",".500","-6.04","-2.98","2740","2765","70.5","106.4",".457",".315",".549","51.8","50.7","9.7","7.7",".516","16.8","33.0",".306",2016,"NCAA","Austin Peay "
"5866","Baylor ","34","22","12",".647","16.13","9.76","2621","2366","67.6","112.8",".375",".286",".555","55.6","64.6","11.6","11.2",".518","15.5","40.1",".272",2016,"NCAA","Baylor "
"5879","Buffalo ","35","20","15",".571","1.34","0.90","2709","2634","72.6","105.9",".414",".370",".540","51.7","48.2","9.4","9.2",".499","15.9","32.2",".294",2016,"NCAA","Buffalo "
"5880","Butler ","33","22","11",".667","16.46","7.55","2638","2344","69.8","114.1",".393",".305",".564","52.3","51.0","9.8","8.9",".526","12.5","32.1",".287",2016,"NCAA","Butler "
"5882","Cal State Bakersfield ","33","24","9",".727","2.58","-5.15","2405","2104","68.4","105.8",".374",".270",".527","52.8","59.0","11.6","14.2",".497","15.1","34.6",".245",2016,"NCAA","Cal State Bakersfield "
"5891","University of California ","34","23","11",".676","15.39","7.87","2545","2289","68.2","108.5",".417",".337",".550","54.5","48.3","5.9","10.9",".522","15.3","32.6",".274",2016,"NCAA","University of California "
"5900","Chattanooga ","35","29","6",".829","3.24","-3.46","2652","2364","68.1","110.5",".413",".371",".565","52.3","56.2","11.3","13.1",".524","15.7","32.6",".304",2016,"NCAA","Chattanooga "
"5902","Cincinnati ","33","22","11",".667","15.19","5.25","2418","2090","65.5","108.9",".332",".366",".527","53.2","59.7","11.6","15.5",".493","13.7","36.6",".234",2016,"NCAA","Cincinnati "
"5912","Colorado ","34","22","12",".647","12.04","7.64","2576","2407","70.8","106.3",".398",".319",".534","55.7","53.3","7.3","11.6",".488","15.8","35.3",".293",2016,"NCAA","Colorado "
"5914","Connecticut ","36","25","11",".694","15.89","6.28","2631","2285","66.2","108.9",".296",".336",".555","51.1","51.8","8.7","14.0",".516","14.0","28.3",".235",2016,"NCAA","Connecticut "
"5920","Dayton ","33","25","8",".758","11.34","4.76","2393","2176","68.6","104.5",".408",".350",".546","53.2","57.4","8.6","12.2",".516","16.3","28.7",".272",2016,"NCAA","Dayton "
"5928","Duke ","36","25","11",".694","19.23","10.59","2920","2609","68.4","117.7",".405",".398",".573","49.5","48.6","9.1","9.8",".537","12.2","33.0",".293",2016,"NCAA","Duke "
"5941","Fairleigh Dickinson ","33","18","15",".545","-10.90","-8.31","2558","2600","72.4","105.8",".327",".324",".546","46.3","50.8","10.3","7.2",".517","15.3","28.6",".228",2016,"NCAA","Fairleigh Dickinson "
"5944","Florida Gulf Coast ","35","21","14",".600","-0.79","-3.82","2703","2473","69.7","108.1",".369",".250",".546","53.5","47.9","9.2","10.3",".523","15.0","32.9",".238",2016,"NCAA","Florida Gulf Coast "
"5949","Fresno State ","35","25","10",".714","5.27","2.24","2630","2475","70.1","105.7",".379",".300",".524","50.4","50.3","11.9","11.8",".487","13.1","31.1",".263",2016,"NCAA","Fresno State "
"5961","Gonzaga ","36","28","8",".778","16.92","4.23","2840","2360","68.1","115.4",".340",".355",".587","55.2","49.6","7.5","7.7",".553","14.7","32.3",".258",2016,"NCAA","Gonzaga "
"5964","Green Bay ","36","23","13",".639","1.16","-0.67","3013","2880","77.3","107.1",".429",".311",".533","48.7","47.8","12.7","11.1",".500","13.5","30.9",".282",2016,"NCAA","Green Bay "
"5965","Hampton ","32","21","11",".656","-8.74","-8.45","2363","2370","71.7","101.0",".414",".345",".502","53.1","47.0","7.2","9.0",".464","15.7","34.6",".273",2016,"NCAA","Hampton "
"5968","Hawaii ","34","28","6",".824","9.03","-1.04","2620","2267","71.6","107.2",".449",".379",".555","53.0","58.8","10.5","10.0",".520","15.8","31.0",".307",2016,"NCAA","Hawaii "
"5971","Holy Cross ","35","15","20",".429","-11.20","-6.11","2267","2445","64.6","98.4",".361",".409",".515","45.6","61.9","9.5","7.8",".479","14.9","23.1",".248",2016,"NCAA","Holy Cross "
"5984","Indiana ","35","27","8",".771","19.59","6.90","2891","2447","69.1","119.2",".338",".409",".612","54.9","54.8","9.9","9.8",".587","16.7","37.0",".248",2016,"NCAA","Indiana "
"5985","Iona ","33","22","11",".667","3.59","-1.78","2628","2451","72.5","109.5",".324",".440",".566","49.7","60.0","10.3","10.6",".538","15.4","29.2",".230",2016,"NCAA","Iona "
"5986","Iowa State ","35","23","12",".657","16.93","10.16","2862","2625","71.5","113.1",".261",".351",".590","49.7","53.1","8.6","9.8",".571","14.1","26.1",".183",2016,"NCAA","Iowa State "
"5987","Iowa ","33","22","11",".667","17.01","8.71","2561","2287","69.1","111.5",".330",".355",".546","50.6","57.7","9.7","12.5",".513","12.6","31.8",".237",2016,"NCAA","Iowa "
"5997","Kansas ","38","33","5",".868","23.87","11.22","3089","2570","69.7","115.0",".382",".330",".592","53.9","55.3","9.4","10.7",".564","15.5","32.3",".272",2016,"NCAA","Kansas "
"6000","Kentucky ","36","27","9",".750","20.23","8.84","2861","2451","68.2","115.3",".378",".310",".564","53.6","49.8","8.3","14.1",".535","13.3","36.8",".261",2016,"NCAA","Kentucky "
"6027","Maryland ","36","27","9",".750","16.71","8.31","2725","2400","67.3","112.1",".384",".381",".594","51.9","51.7","8.6","13.9",".555","16.6","28.6",".295",2016,"NCAA","Maryland "
"6033","Miami (FL) ","35","27","8",".771","18.52","10.69","2633","2359","66.2","113.3",".407",".339",".582","51.7","48.3","9.3","9.1",".542","14.5","29.9",".305",2016,"NCAA","Miami (FL) "
"6035","Michigan State ","35","29","6",".829","22.59","6.94","2793","2245","67.0","118.3",".300",".356",".588","58.0","71.3","6.6","12.9",".563","14.6","36.4",".218",2016,"NCAA","Michigan State "
"6036","Michigan ","36","23","13",".639","13.75","7.92","2656","2426","65.7","111.9",".278",".440",".573","49.2","56.7","8.6","6.4",".546","13.1","24.7",".205",2016,"NCAA","Michigan "
"6037","Middle Tennessee ","35","25","10",".714","2.66","-0.70","2539","2410","69.1","104.7",".355",".354",".537","51.4","50.1","8.9","9.9",".518","15.0","29.1",".218",2016,"NCAA","Middle Tennessee "
"6070","North Carolina-Asheville ","34","22","12",".647","1.10","-3.25","2552","2313","70.4","105.8",".410",".306",".541","51.5","47.0","12.9","9.0",".505","15.9","31.9",".284",2016,"NCAA","North Carolina-Asheville "
"6075","North Carolina-Wilmington ","33","25","8",".758","6.25","0.35","2620","2379","71.3","110.0",".373",".332",".546","50.6","47.2","10.3","11.2",".512","13.5","32.2",".262",2016,"NCAA","North Carolina-Wilmington "
"6076","North Carolina ","40","33","7",".825","23.44","10.69","3311","2801","70.2","118.0",".323",".268",".561","55.9","57.3","9.6","11.5",".526","12.7","40.3",".241",2016,"NCAA","North Carolina "
"6087","Northern Iowa ","36","23","13",".639","8.78","4.44","2475","2303","64.1","106.2",".340",".427",".572","46.8","50.5","8.8","7.7",".535","14.2","17.6",".257",2016,"NCAA","Northern Iowa "
